OpID,OpName,PVop,ProcessDesc,PSInto,PSIntoOther,PSOut,PSOutOther,PSIn,PSInOther,NoPrev,OpType,IoE,OpNumWorkers,NumWorkersExpDaysPerYear,MassBalDisc1,MassBalDisc2,Basis,GSS_XmoProd,GSS_Yprod,GSS_NS,WaterRelBasis,InhExpBasis,AddNotesRelSummary,AddNotesExpSummary,DerExpBasis,OpOrder,NWdefault,NWestimated,NWbasis,NWbasisEnabled,GSS_PDF,ScenarioID
2,Processing: Waterborne Coatings Formulation (non-volatile liquid),5.00000000e+06,"Unloading coating component (liquid, 100%) --> Pre-mixer (Pigment Disperson) --> Grinder (Pigment Dispersion) --> Blending Tank --> Filter --> Packaging (liquid, 35%) (per GS). ",,,,,,,-1,1,1,0,0,5,0,"The June 2014 Generic Scenario for the Formulation of Waterborne Coatings presents the following default assumptions: 100% PMN formulated down to 35% (for liquid PMN), 5,030 kg coating/batch, 537 batches/site-yr (for unknown coating, both occupational exposures and environmental releases a concern) (see GS for additional details). Additionally, the GS indicates that if the number of operating days is unknown, a maximum of 250 days should be assumed. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate.",,,,IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. ,negligible (VP < 0.001 torr) ,,,"Dermal exposures are expected during unloading, container cleaning, equipment cleaning, filter media change-out, sampling, and coating processes. The most conservative exposure estimate is presented as representative for all workers. ",0,190,190,The GS estimates a default of 38 workers potentially exposed during formulation of waterborne coatings (assuming both environmental releases and occupational exposures are a concern).      ,0.0,\Help\WaterborneCoatings_2014.pdf,102
2,Processing: Waterborne Coatings Formulation (solid particulate),5.00000000e+06,"Unloading coating component (liquid, 100%) --> Pre-mixer (Pigment Disperson) --> Grinder (Pigment Dispersion) --> Blending Tank --> Filter --> Packaging (liquid, 35%) (per GS). ",,,,,,,-1,1,1,0,0,0,0,"The June 2014 Generic Scenario for the Formulation of Waterborne Coatings presents the following default assumptions: 100% PMN formulated down to 45% (for solid PMN), 5,030 kg coating/batch, 537 batches/site-yr (for unknown coating, both occupational exposures and environmental releases a concern) (see GS for additional details). Additionally, the GS indicates that if the number of operating days is unknown, a maximum of 250 days should be assumed. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate.",,,,IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. ,,,,"Dermal exposures to liquid or solid are expected during unloading, container cleaning, equipment cleaning, filter media change-out, and sampling processes. The most conservative exposure estimates for solid and liquid are presented as representative for all workers. ",0,304,152,The GS estimates a default of 38 workers potentially exposed during formulation of waterborne coatings (assuming both environmental releases and occupational exposures are a concern).          ,0.0,\Help\WaterborneCoatings_2014.pdf,103
2,Processing: Waterborne Coatings Formulation (volatile liquid),5.00000000e+06,"Unloading coating component (liquid, 100%) --> Pre-mixer (Pigment Disperson) --> Grinder (Pigment Dispersion) --> Blending Tank --> Filter --> Packaging (liquid, 35%) (per GS). ",,,,,,,-1,1,1,0,0,5,0,"The June 2014 Generic Scenario for the Formulation of Waterborne Coatings presents the following default assumptions: 100% PMN formulated down to 35% (for liquid PMN), 5,030 kg coating/batch, 537 batches/site-yr (for unknown coating, both occupational exposures and environmental releases a concern) (see GS for additional details). Additionally, the GS indicates that if the number of operating days is unknown, a maximum of 250 days should be assumed. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate.",,,,IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. ,,,,"Dermal exposures are expected during unloading, container cleaning, equipment cleaning, filter media change-out, and sampling processes. The most conservative exposure estimate is presented as representative for all workers. ",0,190,190,The GS estimates a default of 38 workers potentially exposed during formulation of waterborne coatings (assuming both environmental releases and occupational exposures are a concern).        ,0.0,\Help\WaterborneCoatings_2014.pdf,104
2,Processing: Plastics Compounding (non-volatile liquid),1.00000000e+08,"Unloading LVE (liquid, 100%) into blender with other plastic components --> Blending/Compounding --> Shaping into pellets --> Packaging (solid, 5%) (per GS)",,,,,,,-1,1,1,0,0,0,0,"The 2004 Plastics Compounding GS calculates a daily use rate for unknown plastic = (35,012 million kg plastic/yr) / (715 sites)/(250 days/yr) = 195,871 kg plastic/site-day. The GS does not estimate a default fraction of additive in the plastic resin, therefore this operation assumes a weight fraction of 5% in the final resin. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate.",,,,IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. ,negligible (VP < 0.001 torr) ,,,,0,984,984,The Plastics Compounding GS estimates 24 workers/site potentially exposed.            ,0.0,\Help\PlasticsCompounding_2004.pdf,105
2,Processing: Plastics Compounding (solid particulate),1.00000000e+08,"Unloading LVE (solid, 100%) into blender with other plastic components --> Blending/Compounding --> Shaping into pellets --> Packaging (solid, 5%) (per GS)",,,,,,,-1,1,1,0,0,0,0,"The 2004 Plastics Compounding GS calculates a daily use rate for unknown plastic = (35,012 million kg plastic/yr) / (715 sites)/(250 days/yr) = 195,871 kg plastic/site-day. The GS does not estimate a default fraction of additive in the plastic resin, therefore this operation assumes a weight fraction of 5% in the final resin. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate.",,,,IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. ,,,,,0,1968,1968,The Plastics Compounding GS estimates 24 workers/site potentially exposed.           ,0.0,\Help\PlasticsCompounding_2004.pdf,106
3,Use: Plastics Converting (solid),1.00000000e+07,"Pellets, sheets, pipes, or films of plastic resin (solid, 5%) --> unloaded into converting equipment --> Heating --> Injection molding --> Trimming --> Finishing --> Plastic Article (LVE entrained in article) (per GS). ",,,,,,,0,1,0,0,0,0,0," Per the GS, the daily use rate for an unknown plastic = (38,738 million kg plastic/yr) / (12,191 sites)/(250 days/yr) = 12,710 kg plastic/site-day. The 2004 Plastics Converting GS does not provide a default fraction of plastic additive. This operation assumes a weight fraction of 5%. // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate.",,,,IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. ,,,,Non-Quantifiable (Some surface contact may occur if manually transferred) - in cast solids (such as molded plastics) or in matrices such as extruded pellets (consistent with GS).,0,3024,3024,The GS estimtes 48 workers/site potentially exposed.          ,0.0,\Help\PlasticsConverting_2004.pdf,107
3,Use: Adhesives (non-volatile liquid),1.00000000e+05,"Adhesive received in totes and drums (liquid, 61% - ESD Default) --> Dilute and Mix (optional) --> Load into application equipment --> Automated or manual spray application (some sprayed coating does not remain on the surfaces - it passes into the booth ventilation system and is either captured in exhaust controls or is exhausted into the air through the stack) -> Dryer or other curing method (assessed chemical is destroyed or fixed to the coated surface) (per ESD)",,,,,,,-1,1,0,0,0,0,0,"The January 2014 Emission Scenario Document (ESD) on the Industrial Use of Adhesives for Substrate Bonding provides default values of 260 days/yr; average daily use rate of 51.9 kg adhesive product/site-day; and 61% chemical of interest in the adhesive product (see ESD for additional details). // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""Calculate remaining two parameters"" button to recalculate the daily use rate.",,,,"IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. Per ESD on Industrial Use of Adhesive for Substrate Bonding, trimming wastes represent a potential release point for an adhesive that is not cured or dried. The present IRER does not assess trimming wastes as the default scenario assumes the chemical is cured/dried after spray coating application. If however, the PMN was not cured/dried, the most likely media of release would be incineration or landfill (see ESD for additional details).","Per ESD on Industrial Use of Adhesives for Substrate Bonding, inhalation exposures are not expected during normal operating conditions for non-volatile chemicals (VP < 0.001 torr), but are expected from the spray application of the adhesive product (see ESD for additional details).",,,"Note that the ESD specifies dermal exposures from the following activities: (1) Cleaning/Handling Empty Adhesive Containers; (2) Unloading and Transferring of Adhesive Formulation; (3) Equipment Cleaning; and (4) Adhesive Application. Since the exposure estimates are the same for the first three activities (EPA/OPPT 2-Hand Dermal Contact with Liquid Model), this scenario presents one exposure for all workers. The exposure estimates for the latter activity (EPA/OPPT 2-Hand Dermal Immersion in Liquid Model), is presented separately and assessed for all workers; it is assumed that all workers conduct all activities.",0,2160,2160,"The ESD on Industrial Use of Adhesives for Substrate Bonding conservatively estimates exposure for up to 90 workers based on the Motor and Non-Motor Vehicle, Vehicle Parts, and Tire Manufacturing (Except Retreading) industry (default for unknown adhesive). Exposures are assessed up to a maximum of 250 days per year per worker.           ",1.0,\Help\UseOfAdhesives_2014.pdf,108
3,Use: Adhesives (volatile liquid),1.00000000e+05,"Adhesive received in totes and drums (liquid, 61% - ESD Default) --> Dilute and Mix (optional) --> Load into application equipment --> Automated or manual spray application (some sprayed coating does not remain on the surfaces - it passes into the booth ventilation system and is either captured in exhaust controls or is exhausted into the air through the stack) -> Dryer or other curing method (assessed chemical is destroyed or fixed to the coated surface) (per ESD)",,,,,,,-1,1,0,0,0,0,0,"The January 2014 Emission Scenario Document (ESD) on the Industrial Use of Adhesives for Substrate Bonding provides default values of 260 days/yr; average daily use rate of 51.9 kg adhesive product/site-day; and 61% chemical of interest in the adhesive product (see ESD for additional details). // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""Calculate remaining two parameters"" button to recalculate the daily use rate.",,,,"IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. Per ESD on Industrial Use of Adhesive for Substrate Bonding, trimming wastes represent a potential release point for an adhesive that is not cured or dried. The present IRER does not assess trimming wastes as the default scenario assumes the chemical is cured/dried after spray coating application. If however, the PMN was not cured/dried, the most likely media of release would be incineration or landfill (see ESD for additional details).","Note that the ESD specifies inhalation exposures for up to 90 workers from the following activities: (1) Cleaning/Handling Empty Adhesive Containers; (2) Unloading and Transferring of Adhesive Formulation; (3) Equipment Cleaning; and (4) Adhesive Application. Since the exposure estimates are the same for the first three activities (EPA/OPPT Mass Balance Model), this scenario presents one exposure for all workers.  The exposure estimates for the latter activity (EPA/OPPT Automobile OEM Spray Coating Model), is also presented and assessed for all workers; it is assumed that all workers conduct all activities. /// Note: Inhalation exposures to chemical vapors during the latter activity presents a data gap; the PMN is a volatile liquid where the airborne concentration of the chemical of interest is unknown (see ESD for additional details).",,,"Note that the ESD specifies dermal exposures from the following activities: (1) Cleaning/Handling Empty Adhesive Containers; (2) Unloading and Transferring of Adhesive Formulation; (3) Equipment Cleaning; and (4) Adhesive Application. Since the exposure estimates are the same for the first three activities (EPA/OPPT 2-Hand Dermal Contact with Liquid Model), this scenario presents one exposure for all workers. The exposure estimates for the latter activity (EPA/OPPT 2-Hand Dermal Immersion in Liquid Model), is presented separately and assessed for all workers; it is assumed that all workers conduct all activities.",0,2160,2160,"The ESD on Industrial Use of Adhesives for Substrate Bonding conservatively estimates exposure for up to 90 workers based on the Motor and Non-Motor Vehicle, Vehicle Parts, and Tire Manufacturing (Except Retreading) industry (default for unknown adhesive). Exposures are assessed up to a maximum of 250 days per year per worker.       ",0.0,\Help\UseOfAdhesives_2014.pdf,109
2,Use: Metalworking Fluid (non-volatile liquid),9.87000000e+02,"Neat metalworking fluid (MWF) (liquid, 35% - default, unknown fluid type) is unloaded from containers and transferred to the metal shaping machine trough with other metalworking fluids and/or water (liquid, 3.5% - default, unknown fluid type) --> Fluids are used in the metal shaping machine and recycled back to the trough (spent fluids are disposed) --> Fluids remaining on metal parts are rinsed and dried (per ESD).
",,,,,,,-1,1,0,0,0,0,0,"The July 2011 Emission Scenario Document (ESD) on the Use of Metalworking Fluids (MWF) provides default values of 247 operating days/yr; 35% PMN in raw material; 3.5% PMN in the trough; and MWF use rate of 11.42 kg/site-day for an unknown MWF chemical (unknown function and not specified whether water-based or straight oil), where both occupational exposures or environmental releases are a concern (see ESD for additional details). // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. ,,,,"Note that the ESD specifies dermal exposures from various activities (see ESD for additional information). As a conservative estimate, workers were assumed to be exposed during the activity with the highest concentration of PMN (transport container unloading).  ",0,48,48,"The ESD on the Use of Metalworking Fluids estimates a default of 48 workers per site may potentially be exposed to the chemical of interest. Some facilities may also have assembly workers and on-site waste treatment operators, although they would not typically be exposed to metalworking fluids. Large shops may have many more exposed employees.     ",1.0,\Help\MW_Fluids_2011.pdf,110
3,Use: Photoresist in Semiconductor Manufacturing (non-volatile liquid),1.00000000e+04,"Attach bottle containing photoresist (liquid, 40% chemical of interest - ESD default) to dispensing system  --> Photoresist is applied to to wafer coating (spin coating) --> Soft Bake --> Pre-Exposure (image is applied via radiation) --> Post-bake --> Developing (to dissolve unwanted portion of photoresist) --> Wafer Etching --> Stripping of remaining photoresist from wafer (per ESD on Photoresist Use in Semiconductor Manufacturing)",,,,,,,-1,0,0,0,0,0,0,"The January 2010 Emission Scenario Document (ESD) on Photoresist Use in Semiconductor Manufacturing provides default values of 360 days/yr; average daily use rate of 36 kg photoresist dispensed/site-day; and 0.4 kg chemical/kg photoresist (see ESD for additional details). // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate.  ",,,,IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. ,Inhalation exposure is expected to be negligible for nonvolatile chemicals (VP < 0.001 torr) within liquid photoresist use during semiconductor manufacturing.,,,"Note that the GS specifies dermal exposures for up to 18 equipment management/waste management technicians from four different activities: (1) Cleaning/Handling Empty Photoresist Containers; (2) Routine Equipment Cleaning/Maintenance; (3) Change-out of Excess (Spun-off) Photoresist Collection Containers; and (4) Change-out of Waste Solvent Collection Containers. Because the exposure estimates are the same for each activity (EPA/OPPT 2-Hand Dermal Contact with Liqud Model), this scenario presents one exposure estimate for all 18 technicians. ",0,132,132,The ESD on Photoresist Use in Semiconductor Manufacturing estimates exposure of up to 48 equipment operators (EPA/OPPT 1-Hand Dermal Contact with Liquid Model) and 18 equipment maintenance/waste management technicians (EPA/OPPT 2-Hand Dermal Contact with Liquid Model) per site (66 workers/site). Exposures are assessed for up to 250 exposure days per worker.  ,1.0,\Help\Photoresist_Use_2010.pdf,111
2,Use: Textile Dyes (non-volatile liquid),1.00000000e+06,"Textile dye weighing (liquid, 25%) --> Fiber, Yarn, or Fabric dyeing via Batch or Continuous Process --> Disposal of Spent Dyebath (per ESD). ",,,,,,,-1,1,0,0,0,0,0,"The October 2014 Emission Scenario Document (ESD) on the Use of Textile Dyes provides default values of 148 operating days/yr; 273 kg dye/st-bt; and 25% PMN in the textile dye, for a liquid dye. The final dye concentration in dyebath is estimated to be 6% (high end)(see ESD for additional details). // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. ,negligible (VP < 0.001 torr) ,,,,0,594,594,"The ESD on the Use of Textile Dyes conservatively estimates exposure for between 1 and 6 workers per site during dye weighing, container cleaning, and dyeing; it can be conservatively estimated that all workers are exposed during each activity.         ",0.0,\Help\TextilesDyes_2014.pdf,112
2,Use: Textile Dyes (solid particulates),1.00000000e+06,"Textile dye weighing (solid, 75%) --> Fiber, Yarn, or Fabric dyeing via Batch or Continuous Process --> Disposal of Spent Dyebath (per ESD). ",,,,,,,-1,1,0,0,0,0,0,"The October 2014 Emission Scenario Document (ESD) on the Use of Textile Dyes provides default values of 148 operating days/yr; 136.5 kg dye/st-bt; and 75% PMN in the textile dye, for a solid powder dye. The final dye concentration in dyebath is estimated to be 6% (high end)(see ESD for additional details). // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. ,,,,,0,792,792,"The ESD on the Use of Textile Dyes conservatively estimates exposure for between 1 and 6 workers per site during dye weighing, container cleaning, and dyeing; it can be conservatively estimated that all workers are exposed during each activity.       ",0.0,\Help\TextilesDyes_2014.pdf,113
3,Use: Automotive Refinishing Spray Coating (non-volatile liquid),0.00000000e+00,"Unload coating product containing the assessed chemical from shipping container (liquid, 25% PMN) -> Mix and/or store (optional) -> Transfer to spray gun feed system (liquid, 25%) -> Apply coating to automobile surfaces (some sprayed coating does not remain on the surfaces - it passes into the booth ventilation system and is either captured in exhaust controls or is exhausted into the air through the stack) -> Bake/cure coating at high temperatures (assessed chemical is destroyed or fixed to the coated surface) (per ESD).",,,,,,,-1,1,0,0,0,0,0,"The June 2010 Emission Scenario Document (ESD) on Coating Application via Spray Painting in the Automobile Refinishing Industry provides default values of 250 operating days/year; 1.58 kg coating containing chemical of interest/site-day; and 25% PMN in coating product (see ESD for additional details). // Note to user: if you encounter a Mass Balance Discrepancy for the number of sites, uncheck the ""Daily Mass Input of Raw Material Containing Chemical"" and check the ""Number of Sites"" option. Press the ""calculate remaining two parameters"" button to recalculate the daily use rate. ",,,,"IRER Note: The daily releases listed for any source below may coincide with daily releases from the other sources to the same medium. Per the ESD on Coating Application via Spray Painting in the Automotive Refinishing Industry, EPA assumes a solvent-based coating unless the chemical use information specifically states that it is to be used in a waterborne coating formulation.",Note that the ESD specifies inhalation exposures for all workers from oversprayed coating mists. ,,,"Note that the ESD specifies dermal exposures from the following activities: (1) Unloading Liquid Coating Products; (2) Cleaning Empty Coating Product Containers; (3) Transfer of Coating from Mixing Cup to Spray Gun; (4) Equipment Cleaning; and (5) Overspray during Application. Dermal exposure from the first two activities is estimated using the EPA/OPPT 2-Hand Dermal Contact with Liquid Model. Activities (3) through (5) estimate dermal exposure using the Automotive Refinishing Coating Equipment Cleaning Dermal Model. The EPA/OPPT 2-Hand Dermal Contact with Liquid Model is more conservative; therefore, this scenario only presents one exposure for all workers.",0,11,11,The ESD on Coating Application via Spray Painting in the Automotive Refinishing Industry conservatively estimates 8 workers per site exposed during application process activities; it can also be conservatively estimated that all workers are exposed during each activity.      ,0.0,\Help\Auto_Refinishing_2010.pdf,114
